,movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female
1480,1482,12000000,en,13.065315,2008-04-25,107.0,Medium,43493123.0,1,1,1,1,3,2008.0,4.0,0,25.0,-28405871.0,0,1.0,1,1,0,0,0,0,3,9,4,7,6,5,2,0.0,0.0,0.0,1.0,1.0,1.0,356296601.0,391081192.0,121214377.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,1483,33000000,en,7.418574,2006-08-06,105.0,Medium,62022014.0,1,0,1,1,10,2006.0,8.0,1,6.0,-33273015.0,0,1.0,1,1,0,0,0,0,10,41,14,5,1,5,2,0.0,1.0,0.0,1.0,0.0,1.0,920100000.0,354248063.0,52970014.0,3,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1482,1484,23000000,en,12.21459,2015-01-16,101.0,Medium,79799880.0,1,0,1,0,5,2015.0,1.0,0,16.0,-50746591.0,0,,0,0,0,0,0,0,5,18,9,8,6,2,1,0.0,0.0,1.0,1.0,1.0,0.0,171963386.0,102820008.0,24048000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,1485,0,en,16.373622,2013-11-08,131.0,Large,76586316.0,1,1,1,1,4,2013.0,11.0,0,8.0,31944703.0,1,3.0,2,1,0,0,0,0,4,24,7,1,1,9,2,0.0,1.0,0.0,1.0,0.0,0.0,1045713802.0,,87754044.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,5.0,10.0,8.0,2.0,6.0,2.0,6.0,14.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1484,1486,3000000,en,5.493697,1998-10-16,139.0,Large,2807390.0,1,0,1,1,13,1998.0,10.0,1,16.0,-28659422.0,0,2.0,1,1,0,1,0,0,13,1,1,7,3,8,5,1.0,0.0,0.0,0.0,1.0,1.0,76578911.0,15379253.0,134095253.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,1487,25000000,en,13.72021,1992-08-14,87.0,Short,10736401.0,1,0,1,1,1,1992.0,8.0,1,14.0,-33273015.0,0,2.0,1,1,0,0,0,0,1,2,0,0,0,0,0,0.0,1.0,,1.0,0.0,,,,,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,1488,0,en,1.014961,1980-03-21,103.0,Medium,6321392.0,1,0,1,1,0,1980.0,3.0,0,21.0,-7149862.0,0,1.0,1,1,0,0,0,0,0,6,2,6,2,6,0,0.0,1.0,0.0,1.0,0.0,1.0,79666653.0,102272727.0,60000000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,1489,0,ru,0.31843699999999997,2010-02-25,93.0,Short,10198357.0,0,0,1,0,0,2010.0,2.0,0,25.0,-15309317.0,0,2.0,1,0,0,1,0,0,0,1,1,0,0,1,1,1.0,,0.0,0.0,,0.0,,,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,1490,0,en,2.903563,1988-09-09,94.0,Medium,401421.0,1,0,1,1,3,1988.0,9.0,1,9.0,-37667937.0,0,3.0,2,1,1,0,0,0,3,0,0,1,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1489,1491,0,es,33.536359000000004,2017-03-10,93.0,Short,5000000.0,0,0,1,0,3,2017.0,3.0,0,10.0,-7149862.0,0,5.0,1,0,0,0,1,0,3,0,0,3,0,0,0,,1.0,0.0,,0.0,1.0,,20211394.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,1492,5500000,hi,2.942711,2015-05-08,123.0,Large,22159216.0,0,0,1,1,0,2015.0,5.0,0,8.0,21757736.0,0,3.0,1,0,0,0,0,0,0,0,0,12,2,8,4,,0.0,1.0,,1.0,0.0,,17000000.0,62000000.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,1493,25000000,en,8.88057,2011-01-21,107.0,Medium,147780440.0,1,1,1,1,15,2011.0,1.0,0,21.0,-50746591.0,0,3.0,1,1,0,0,0,0,15,20,9,13,6,16,5,1.0,0.0,0.0,0.0,1.0,1.0,850000000.0,98159963.0,55447968.0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10.0,4.0,6.0,11.0,4.0,6.0,1.0,22.0,13.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0
1492,1494,7000000,en,5.701278,2003-04-11,90.0,Short,13818181.0,1,1,1,1,5,2003.0,4.0,0,11.0,-28405871.0,0,4.0,3,1,0,0,0,0,5,1,1,0,0,17,3,0.0,0.0,0.0,1.0,1.0,1.0,90426405.0,,355237933.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,10.0,21.0,6.0,5.0,1.0,4.0,22.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1493,1495,3000000,en,10.893224,2012-08-06,87.0,Short,11947954.0,1,1,1,1,12,2012.0,8.0,1,6.0,-33273015.0,0,2.0,1,1,0,0,0,0,12,20,3,8,3,6,5,1.0,1.0,1.0,0.0,0.0,0.0,262797249.0,297138014.0,129042871.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,4.0,9.0,6.0,2.0,2.0,0.0,18.0,13.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1494,1496,45000000,en,3.733574,1997-01-31,103.0,Medium,2154540.0,1,0,1,0,0,1997.0,1.0,0,31.0,-50746591.0,0,2.0,1,1,0,0,0,0,0,19,8,14,5,7,1,0.0,0.0,1.0,1.0,1.0,0.0,89460381.0,189859560.0,78371200.0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,1497,70000000,en,6.7537460000000005,2011-03-08,116.0,Medium,202466756.0,1,1,1,1,20,2011.0,3.0,0,8.0,-7149862.0,0,3.0,1,1,0,0,0,0,20,17,9,4,4,4,1,0.0,0.0,0.0,1.0,1.0,1.0,1004558444.0,836297228.0,58405313.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0,9.0,13.0,14.0,3.0,5.0,1.0,9.0,13.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
1496,1498,5000000,en,10.510468,2009-05-12,90.0,Short,38610009.0,1,1,1,1,12,2009.0,5.0,0,12.0,21757736.0,0,3.0,1,1,0,0,0,1,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,,,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,10.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1497,1499,65000000,en,0.948759,2012-09-12,95.0,Medium,240159255.0,1,1,1,1,13,2012.0,9.0,1,12.0,-37667937.0,0,1.0,4,1,0,0,0,0,13,16,6,6,2,12,5,1.0,1.0,1.0,0.0,0.0,0.0,300228084.0,300228084.0,363164265.0,8,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1498,1500,650000,en,7.814255,2010-09-30,98.0,Medium,33245.0,1,1,1,1,3,2010.0,9.0,1,30.0,-37667937.0,0,3.0,1,1,0,0,0,0,3,12,4,3,0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,153698625.0,356830601.0,23.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,1501,72000000,en,11.211568,2002-08-02,106.0,Medium,408247917.0,1,0,1,1,12,2002.0,8.0,1,2.0,-33273015.0,0,3.0,1,1,0,0,0,0,12,28,7,9,4,0,0,0.0,0.0,0.0,1.0,1.0,1.0,374111707.0,126297830.0,,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,10.0,7.0,20.0,7.0,3.0,4.0,4.0,13.0,12.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1500,1502,18000000,en,7.521346,1989-12-15,122.0,Large,26828365.0,1,0,1,1,6,1989.0,12.0,1,15.0,32322910.0,0,2.0,1,1,0,0,0,0,6,5,4,2,1,2,2,0.0,0.0,0.0,1.0,1.0,1.0,70136369.0,4557214.0,30857814.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,3.0,6.0,7.0,3.0,1.0,1.0,3.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1501,1503,12000000,en,12.159818,2012-02-24,110.0,Medium,81272766.0,1,1,1,1,16,2012.0,2.0,0,24.0,-15309317.0,0,2.0,1,1,0,1,0,0,16,5,1,7,1,8,2,1.0,0.0,0.0,0.0,1.0,1.0,347325802.0,217764291.0,141407024.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,8.0,7.0,2.0,2.0,4.0,1.0,3.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1502,1504,0,en,0.0008439999999999999,1987-04-10,94.0,Medium,989000.0,1,0,1,1,0,1987.0,4.0,0,10.0,-28405871.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,1505,0,en,6.948810000000001,2011-10-21,80.0,Short,286201.0,1,0,1,0,5,2011.0,10.0,1,21.0,-28659422.0,0,,1,1,0,0,0,0,5,1,0,13,0,26,4,0.0,0.0,1.0,1.0,1.0,0.0,,850000000.0,788241776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1504,1506,28000000,en,7.954622999999999,2016-02-04,108.0,Medium,16374328.0,1,1,1,1,10,2016.0,2.0,0,4.0,-15309317.0,0,6.0,1,1,0,0,0,0,10,2,2,5,4,6,3,1.0,0.0,0.0,0.0,1.0,1.0,301000000.0,758539785.0,698491347.0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
1505,1507,0,en,0.950658,2003-10-31,90.0,Short,320092.0,1,0,1,1,1,2003.0,10.0,1,31.0,-28659422.0,0,2.0,1,1,0,0,0,0,1,0,0,7,1,14,7,0.0,1.0,0.0,1.0,0.0,1.0,,227799884.0,315156409.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,1508,0,en,5.378833,2001-08-31,95.0,Medium,16017403.0,1,0,1,1,9,2001.0,8.0,1,31.0,-33273015.0,0,4.0,1,1,1,0,0,0,9,4,3,5,5,3,2,0.0,0.0,0.0,1.0,1.0,1.0,40002112.0,10409377.0,53478166.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1507,1509,30000000,en,2.899809,1997-02-21,140.0,Large,13130349.0,1,0,1,1,1,1997.0,2.0,0,21.0,-15309317.0,0,3.0,1,1,0,0,0,0,1,5,4,8,2,4,2,0.0,0.0,0.0,1.0,1.0,1.0,,7936012.0,46616067.0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1508,1510,0,en,8.844452,2015-06-26,100.0,Medium,3214116.0,1,0,1,1,6,2015.0,6.0,0,26.0,74205073.0,0,3.0,1,1,0,0,0,0,6,15,10,4,4,22,9,0.0,1.0,0.0,1.0,0.0,1.0,268426634.0,,219076518.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,16.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1509,1511,68000000,en,10.97633,1997-04-03,116.0,Medium,118063304.0,1,0,1,1,5,1997.0,4.0,0,3.0,-28405871.0,0,3.0,1,1,0,1,0,0,5,10,5,8,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,356830601.0,332000000.0,,5,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1510,1512,30000000,en,21.946943,1995-10-30,81.0,Short,373554033.0,1,1,1,0,9,1995.0,10.0,1,30.0,-28659422.0,0,1.0,1,1,0,0,0,0,9,15,7,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,355237933.0,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0.0,6.0,0.0,3.0,11.0,2.0,9.0,16.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
1511,1513,15000000,en,15.553313000000003,2015-11-26,98.0,Medium,61548707.0,1,1,1,1,17,2015.0,11.0,0,26.0,31944703.0,0,2.0,1,1,0,0,0,0,17,24,10,22,8,1,1,0.0,1.0,0.0,1.0,0.0,0.0,219076518.0,129000000.0,58978653.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,11.0,9.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1512,1514,10000000,en,6.370105000000001,2000-02-04,101.0,Medium,1631839.0,1,0,1,1,3,2000.0,2.0,0,4.0,-15309317.0,0,2.0,1,1,0,0,0,0,3,10,6,19,6,16,7,1.0,0.0,0.0,0.0,1.0,1.0,218613188.0,91188905.0,294456605.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,1515,10000000,en,17.602928,2015-08-19,97.0,Medium,52882018.0,1,1,1,1,3,2015.0,8.0,1,19.0,-33273015.0,0,7.0,1,1,0,0,0,0,3,8,2,10,7,0,0,1.0,0.0,0.0,0.0,1.0,0.0,194168700.0,51148651.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,10.0,5.0,11.0,2.0,5.0,1.0,13.0,7.0,5.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1514,1516,65000000,en,19.083823000000002,2007-03-02,157.0,Large,84785914.0,1,0,1,1,16,2007.0,3.0,0,2.0,-7149862.0,0,3.0,1,1,0,0,0,0,16,7,3,23,7,13,10,0.0,0.0,0.0,1.0,1.0,1.0,96889998.0,141591324.0,217764291.0,5,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3.0,2.0,1.0,7.0,2.0,3.0,1.0,8.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1515,1517,25000000,en,8.338562,2009-09-05,109.0,Medium,163670000.0,1,1,1,1,7,2009.0,9.0,1,5.0,-37667937.0,0,6.0,1,1,0,0,0,0,7,21,8,6,5,2,1,0.0,1.0,1.0,1.0,0.0,0.0,325756637.0,96105964.0,709827462.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,12.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1516,1518,800000,en,11.846960000000003,1984-03-09,93.0,Short,14000000.0,1,0,1,1,11,1984.0,3.0,0,9.0,-7149862.0,0,6.0,1,1,0,0,1,0,11,1,1,0,0,8,3,0.0,1.0,0.0,1.0,0.0,1.0,263635.0,,12232628.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1517,1519,0,en,0.075885,1990-09-28,98.0,Medium,269823.0,1,0,1,1,1,1990.0,9.0,1,28.0,-37667937.0,0,,2,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,1520,8000000,en,9.609879,2016-11-04,103.0,Medium,82703.0,1,0,1,1,11,2016.0,11.0,0,4.0,31944703.0,0,3.0,1,1,0,0,0,0,11,2,1,0,0,1,1,0.0,1.0,1.0,1.0,0.0,0.0,163442937.0,,9114264.0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1519,1521,0,en,9.442756,1982-08-04,90.0,Short,21134374.0,1,0,1,1,21,1982.0,8.0,1,4.0,-33273015.0,0,1.0,1,1,0,0,0,0,21,1,1,1,1,0,0,0.0,0.0,1.0,1.0,1.0,0.0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1520,1522,130000000,en,10.747642,2013-05-30,100.0,Medium,243843127.0,1,0,1,1,1,2013.0,5.0,0,30.0,21757736.0,0,3.0,1,1,0,0,0,0,1,4,3,13,1,5,1,0.0,0.0,1.0,1.0,1.0,0.0,357852395.0,585349010.0,212385533.0,7,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,4.0,8.0,4.0,1.0,2.0,1.0,7.0,11.0,22.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1521,1523,0,ru,0.780748,2016-09-22,111.0,Medium,243000.0,0,0,1,0,1,2016.0,9.0,1,22.0,-37667937.0,0,1.0,1,0,0,1,0,0,1,0,0,2,0,1,0,,0.0,1.0,,0.0,0.0,,1110566.0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1522,1524,18000000,fr,9.746725,2006-03-16,105.0,Medium,1831348.0,0,0,1,1,20,2006.0,3.0,0,16.0,-7149862.0,0,4.0,3,1,1,0,0,0,20,7,6,6,2,1,1,0.0,0.0,0.0,1.0,0.0,0.0,82150642.0,210000000.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,1525,88000000,en,21.14796,2015-07-16,105.0,Medium,243637091.0,1,1,1,1,5,2015.0,7.0,0,16.0,40981593.0,0,2.0,1,1,0,0,0,0,5,27,7,17,6,11,4,0.0,1.0,0.0,1.0,0.0,1.0,237681299.0,694713380.0,419651413.0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,17.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1524,1526,777000,en,8.152085000000001,1971-03-11,86.0,Short,2437000.0,1,1,1,1,11,1971.0,3.0,0,11.0,-7149862.0,0,2.0,1,1,0,0,0,0,11,3,2,3,1,1,1,0.0,0.0,0.0,1.0,1.0,1.0,13129846.0,111584787.0,18999718.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,1527,42000000,en,8.371005,2002-04-03,115.0,Medium,63781810.0,1,0,1,1,14,2002.0,4.0,0,3.0,-28405871.0,0,6.0,1,1,0,0,1,0,14,9,5,18,6,6,5,1.0,0.0,0.0,0.0,1.0,1.0,177841558.0,390493908.0,68106245.0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1526,1528,2000000,en,3.3924,1994-04-07,85.0,Short,2260622.0,1,0,1,1,2,1994.0,4.0,0,7.0,-28405871.0,0,1.0,1,1,0,0,0,0,2,4,1,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,1529,12000000,fr,4.726238,2014-01-08,106.0,Medium,21026290.0,0,0,1,1,3,2014.0,1.0,0,8.0,-50746591.0,0,5.0,1,1,1,1,0,1,3,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,,11576431.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,1530,0,en,1.650666,2001-05-11,111.0,Medium,1079726.0,1,1,1,1,11,2001.0,5.0,0,11.0,21757736.0,0,3.0,1,1,0,0,0,0,11,3,0,1,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,22471595.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
